name,pick_28,pick_101,pick_131
Aidan Major,0.124098216722145,0.0414408732589552,0.0503133269438264
Jack Penney,0.124098216722145,0.0414408732589552,0.0503133269438264
Brandon Clarke,0.201821667165621,0.0608016876756468,0.0470159918538556
Jakob Christian,0.124098216722145,0.0414408732589552,0.0503133269438264
Tristan Smith,0.124098216722145,0.0414408732589552,0.0503133269438264
Kale Fountain,0.261022336012656,0.120002356522681,0.10621666070089
Greysen Carter,0.124098216722145,0.0414408732589552,0.0503133269438264
Ariel Armas,0.124098216722145,0.0414408732589552,0.0503133269438264
Charlie Beilenson,0.124098216722145,0.0414408732589552,0.0503133269438264
Grant Shepardson,0.261022336012656,0.120002356522681,0.10621666070089
John Holobetz,0.124098216722145,0.0414408732589552,0.0503133269438264
Jacob Kmatz,0.124098216722145,0.0414408732589552,0.0503133269438264
Jackson Wentworth,0.175913850351129,0.0543480828700827,0.0481151035505124
Caden Kendle,0.124098216722145,0.0414408732589552,0.0503133269438264
Ryan Stafford,0.201821667165621,0.0608016876756468,0.0470159918538556
Carter Mathison,0.175913850351129,0.0543480828700827,0.0481151035505124
Cole Hertzler,0.201821667165621,0.0608016876756468,0.0470159918538556
Connor Foley,0.124098216722145,0.0414408732589552,0.0503133269438264
Devin Fitz-Gerald,0.183298885569179,0.100641542105989,0.109513995790861
Mason Marriott,0.211549116242488,0.0608016876756468,0.0470159918538556
Dennis Colleran,0.211549116242488,0.0608016876756468,0.0470159918538556
Brock Moore,0.211549116242488,0.0608016876756468,0.0470159918538556
Luke Hayden,0.227729483980113,0.0672552924812103,0.0585751592789501
Chase Mobley,0.286930152827148,0.126455961328245,0.117775828125984
